source,target,type
honeycomb,waxed_weathered_cut_copper_stairs,minecraft:crafting_shapeless
waxed_weathered_copper,waxed_weathered_cut_copper_stairs,minecraft:stonecutting
waxed_weathered_cut_copper,waxed_weathered_cut_copper_stairs,minecraft:stonecutting
weathered_lightning_rod,waxed_weathered_lightning_rod,minecraft:crafting_shapeless
honeycomb,waxed_weathered_lightning_rod,minecraft:crafting_shapeless
diamond,wayfinder_armor_trim_smithing_template,minecraft:crafting_shaped
terracotta,wayfinder_armor_trim_smithing_template,minecraft:crafting_shaped
wayfinder_armor_trim_smithing_template,wayfinder_armor_trim_smithing_template,minecraft:crafting_shaped
weathered_cut_copper_slab,weathered_chiseled_copper,minecraft:crafting_shaped
weathered_copper,weathered_chiseled_copper,minecraft:stonecutting
weathered_cut_copper,weathered_chiseled_copper,minecraft:stonecutting
blaze_rod,weathered_copper_bulb,minecraft:crafting_shaped
weathered_copper,weathered_copper_bulb,minecraft:crafting_shaped
redstone,weathered_copper_bulb,minecraft:crafting_shaped
weathered_copper,weathered_copper_grate,minecraft:crafting_shaped
weathered_copper,weathered_copper_grate,minecraft:stonecutting
weathered_copper,weathered_cut_copper,minecraft:crafting_shaped
weathered_copper,weathered_cut_copper,minecraft:stonecutting
weathered_cut_copper,weathered_cut_copper_slab,minecraft:crafting_shaped
weathered_copper,weathered_cut_copper_slab,minecraft:stonecutting
weathered_cut_copper,weathered_cut_copper_slab,minecraft:stonecutting
weathered_cut_copper,weathered_cut_copper_stairs,minecraft:crafting_shaped
weathered_copper,weathered_cut_copper_stairs,minecraft:stonecutting
weathered_cut_copper,weathered_cut_copper_stairs,minecraft:stonecutting
hay_block,wheat,minecraft:crafting_shapeless
white_wool,white_banner,minecraft:crafting_shaped
stick,white_banner,minecraft:crafting_shaped
white_wool,white_bed,minecraft:crafting_shaped
planks,white_bed,minecraft:crafting_shaped
candle,white_candle,minecraft:crafting_shapeless
white_dye,white_candle,minecraft:crafting_shapeless
white_wool,white_carpet,minecraft:crafting_shaped
white_dye,white_concrete_powder,minecraft:crafting_shapeless
sand,white_concrete_powder,minecraft:crafting_shapeless
gravel,white_concrete_powder,minecraft:crafting_shapeless
bone_meal,white_dye,minecraft:crafting_shapeless
lily_of_the_valley,white_dye,minecraft:crafting_shapeless
white_terracotta,white_glazed_terracotta,minecraft:smelting
white_wool,white_harness,minecraft:crafting_shaped
glass,white_harness,minecraft:crafting_shaped
leather,white_harness,minecraft:crafting_shaped
glass,white_stained_glass,minecraft:crafting_shaped
white_dye,white_stained_glass,minecraft:crafting_shaped
white_stained_glass,white_stained_glass_pane,minecraft:crafting_shaped
glass_pane,white_stained_glass_pane,minecraft:crafting_shaped
white_dye,white_stained_glass_pane,minecraft:crafting_shaped
terracotta,white_terracotta,minecraft:crafting_shaped
white_dye,white_terracotta,minecraft:crafting_shaped
string,white_wool,minecraft:crafting_shaped
diamond,wild_armor_trim_smithing_template,minecraft:crafting_shaped
mossy_cobblestone,wild_armor_trim_smithing_template,minecraft:crafting_shaped
wild_armor_trim_smithing_template,wild_armor_trim_smithing_template,minecraft:crafting_shaped
breeze_rod,wind_charge,minecraft:crafting_shapeless
armadillo_scute,wolf_armor,minecraft:crafting_shaped
stick,wooden_axe,minecraft:crafting_shaped
wooden_tool_materials,wooden_axe,minecraft:crafting_shaped
stick,wooden_hoe,minecraft:crafting_shaped
wooden_tool_materials,wooden_hoe,minecraft:crafting_shaped
stick,wooden_pickaxe,minecraft:crafting_shaped
wooden_tool_materials,wooden_pickaxe,minecraft:crafting_shaped
stick,wooden_shovel,minecraft:crafting_shaped
wooden_tool_materials,wooden_shovel,minecraft:crafting_shaped
stick,wooden_spear,minecraft:crafting_shaped
wooden_tool_materials,wooden_spear,minecraft:crafting_shaped
stick,wooden_sword,minecraft:crafting_shaped
wooden_tool_materials,wooden_sword,minecraft:crafting_shaped
book,writable_book,minecraft:crafting_shapeless
ink_sac,writable_book,minecraft:crafting_shapeless
feather,writable_book,minecraft:crafting_shapeless
yellow_wool,yellow_banner,minecraft:crafting_shaped
stick,yellow_banner,minecraft:crafting_shaped
yellow_wool,yellow_bed,minecraft:crafting_shaped
planks,yellow_bed,minecraft:crafting_shaped
candle,yellow_candle,minecraft:crafting_shapeless
yellow_dye,yellow_candle,minecraft:crafting_shapeless
yellow_wool,yellow_carpet,minecraft:crafting_shaped
yellow_dye,yellow_concrete_powder,minecraft:crafting_shapeless
sand,yellow_concrete_powder,minecraft:crafting_shapeless
gravel,yellow_concrete_powder,minecraft:crafting_shapeless
dandelion,yellow_dye,minecraft:crafting_shapeless
golden_dandelion,yellow_dye,minecraft:crafting_shapeless
sunflower,yellow_dye,minecraft:crafting_shapeless
wildflowers,yellow_dye,minecraft:crafting_shapeless
yellow_terracotta,yellow_glazed_terracotta,minecraft:smelting
yellow_wool,yellow_harness,minecraft:crafting_shaped
glass,yellow_harness,minecraft:crafting_shaped
leather,yellow_harness,minecraft:crafting_shaped
glass,yellow_stained_glass,minecraft:crafting_shaped
yellow_dye,yellow_stained_glass,minecraft:crafting_shaped
yellow_stained_glass,yellow_stained_glass_pane,minecraft:crafting_shaped
glass_pane,yellow_stained_glass_pane,minecraft:crafting_shaped
yellow_dye,yellow_stained_glass_pane,minecraft:crafting_shaped
terracotta,yellow_terracotta,minecraft:crafting_shaped
yellow_dye,yellow_terracotta,minecraft:crafting_shaped
